Class,Provider,Product,Blueprint,ReplaceProvider,ReplaceProduct,ReplaceBlueprint,ReplaceName,NumbersDcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1BG\FP_BY_MK1_BG_BlueGrey_W02\Coach\mk1bg_br.xml,AP,BRMk1Pack01,RailVehicles\Mk1\BRBlueGrey\BG\Mk1_BG.xml,AP Mk1 BG BR Blue/Grey,RailVehicles\Mk1\BRBlueGrey\BG\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1BG\FP_BY_MK1_BG_Carmine_Cream_W01\Coach\mk1bg_rear.xml,AP,BRMk1Pack01,RailVehicles\Mk1\BC\BG\Mk1_BG.xml,AP Mk1 BG B&C,RailVehicles\Mk1\BC\BG\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1BG\FP_BY_MK1_BG_Carmine_Cream_W01\Coach\mk1bg.xml,AP,BRMk1Pack01,RailVehicles\Mk1\BC\BG\Mk1_BG.xml,AP Mk1 BG B&C,RailVehicles\Mk1\BC\BG\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1BG\FP_BY_MK1_BG_Chocolate_Cream_W01\Coach\mk1bg_rear.xml,AP,BRMk1Pack01,RailVehicles\Mk1\CC\BG\Mk1_BG.xml,AP Mk1 BG C&C,RailVehicles\Mk1\BC\BG\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1BG\FP_BY_MK1_BG_Chocolate_Cream_W01\Coach\mk1bg.xml,AP,BRMk1Pack01,RailVehicles\Mk1\CC\BG\Mk1_BG.xml,AP Mk1 BG C&C,RailVehicles\Mk1\BC\BG\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1BG\FP_BY_Mk1_BG_IC_Exec_W01\Coach\mk1bg_br.xml,AP,BRMk1Pack01,RailVehicles\Mk1\IC\BG\Mk1_BG.xml,AP Mk1 BG InterCity,RailVehicles\Mk1\IC\BG\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1BG\FP_BY_Mk1_BG_IC_Exec_W02\Coach\mk1bg_br.xml,AP,BRMk1Pack01,RailVehicles\Mk1\IC\BG\Mk1_BG.xml,AP Mk1 BG InterCity,RailVehicles\Mk1\IC\BG\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1BG\FP_BY_Mk1_BG_IC_S_W01\Coach\mk1bg_br.xml,AP,BRMk1Pack01,RailVehicles\Mk1\IC\BG\Mk1_BG.xml,AP Mk1 BG InterCity (Swallow),RailVehicles\Mk1\IC\BG\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1BG\FP_BY_Mk1_BG_IC_S_W02\Coach\mk1bg_br.xml,AP,BRMk1Pack01,RailVehicles\Mk1\IC\BG\Mk1_BG.xml,AP Mk1 BG InterCity (Swallow),RailVehicles\Mk1\IC\BG\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1BG\FP_BY_Mk1_BG_IC_S_W03\Coach\mk1bg_br.xml,AP,BRMk1Pack01,RailVehicles\Mk1\IC\BG\Mk1_BG.xml,AP Mk1 BG InterCity (Swallow),RailVehicles\Mk1\IC\BG\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1BG\FP_BY_MK1_BG_Maroon_W01\Coach\mk1bg_rear.xml,AP,BRMk1Pack01,RailVehicles\Mk1\Maroon\BG\Mk1_BG.xml,AP Mk1 BG Maroon,RailVehicles\Mk1\BC\BG\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1BG\FP_BY_MK1_BG_Maroon_W01\Coach\mk1bg.xml,AP,BRMk1Pack01,RailVehicles\Mk1\Maroon\BG\Mk1_BG.xml,AP Mk1 BG Maroon,RailVehicles\Mk1\BC\BG\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1BG\FP_BY_Mk1_BG_RM_Red_W01\Coach\mk1bg_br.xml,AP,BRMk1Pack01,RailVehicles\Mk1\RM\BG\Mk1_BG.xml,AP Mk1 BG Royal Mail,RailVehicles\Mk1\Parcels\BG\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1BG\FP_BY_Mk1_BG_RM_Red_W02\Coach\mk1bg_br.xml,AP,BRMk1Pack01,RailVehicles\Mk1\RM\BG\Mk1_BG.xml,AP Mk1 BG Royal Mail,RailVehicles\Mk1\Parcels\BG\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1BG\FP_BY_Mk1_BG_RM_Red_W03\Coach\mk1bg_br.xml,AP,BRMk1Pack01,RailVehicles\Mk1\RM\BG\Mk1_BG.xml,AP Mk1 BG Royal Mail,RailVehicles\Mk1\Parcels\BG\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1BG\FP_BY_MK1_BG_RW3_Carmine_Cream_W01\Coach\mk1bg_br.xml,AP,BRMk1Pack01,RailVehicles\Mk1\BC\BG\Mk1_BG.xml,AP Mk1 BG B&C,RailVehicles\Mk1\BC\BG\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1BG\FP_BY_MK1_BG_RW3_Chocolate_Cream_W01\Coach\mk1bg_br.xml,AP,BRMk1Pack01,RailVehicles\Mk1\CC\BG\Mk1_BG.xml,AP Mk1 BG C&C,RailVehicles\Mk1\BC\BG\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1BG\FP_BY_MK1_BG_RW3_NSE_Blue_Grey\Coach\mk1bg_br.xml,AP,BRMk1Pack01,RailVehicles\Mk1\BRBlueGrey\BG\Mk1_BG.xml,AP Mk1 BG BR Blue/Grey (NSE),RailVehicles\Mk1\BRBlueGrey\BG\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1BG\FP_BY_MK1_BG_RW3_NSE\Coach\mk1bg_br.xml,AP,BRMk1Pack01,RailVehicles\Mk1\NSE2\BG\Mk1_BG.xml,AP Mk1 BG NSE2,RailVehicles\Mk1\NSE1\BG\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1BG\FP_BY_MK1_Green_W01\Coach\mk1bg.xml,AP,BRMk1Pack01,RailVehicles\Mk1\Green\BG\Mk1_BG.xml,AP Mk1 BG Green,RailVehicles\Mk1\BC\BG\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1BG\FP_BY_RW3_Mk1_BG_BlueGrey_W01\Coach\mk1bg_br.xml,AP,BRMk1Pack01,RailVehicles\Mk1\BRBlueGrey\BG\Mk1_BG.xml,AP Mk1 BG BR Blue/Grey,RailVehicles\Mk1\BRBlueGrey\BG\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1BG\FP_BY_RW3_Mk1_BG_BlueGrey_W02\Coach\mk1bg_br.xml,AP,BRMk1Pack01,RailVehicles\Mk1\BRBlueGrey\BG\Mk1_BG.xml,AP Mk1 BG BR Blue/Grey,RailVehicles\Mk1\BRBlueGrey\BG\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1BG\FP_BY_RW3_Mk1_BG_BlueGrey_W03\Coach\mk1bg_br.xml,AP,BRMk1Pack01,RailVehicles\Mk1\BRBlueGrey\BG\Mk1_BG.xml,AP Mk1 BG BR Blue/Grey,RailVehicles\Mk1\BRBlueGrey\BG\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1FK\BR_BlueGrey\Coach\mk1fk_br.xml,AP,BRMk1Pack01,RailVehicles\Mk1\BRBlueGrey\FK\Mk1_FK.xml,AP Mk1 FK BR Blue/Grey,RailVehicles\Mk1\BRBlueGrey\FK\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1FK\FP_BY_BR_FK_Blue Grey_W01\Coach\mk1fk_br_np_rear.xml,AP,BRMk1Pack01,RailVehicles\Mk1\BRBlueGrey\FK\Mk1_FK.xml,AP Mk1 FK BR Blue/Grey,RailVehicles\Mk1\BRBlueGrey\FK\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1FK\FP_BY_BR_FK_Blue Grey_W01\Coach\mk1fk_br_np.xml,AP,BRMk1Pack01,RailVehicles\Mk1\BRBlueGrey\FK\Mk1_FK.xml,AP Mk1 FK BR Blue/Grey,RailVehicles\Mk1\BRBlueGrey\FK\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1FK\FP_BY_BR_FK_Blue Grey_W01\Coach\mk1fk_br_rear.xml,AP,BRMk1Pack01,RailVehicles\Mk1\BRBlueGrey\FK\Mk1_FK.xml,AP Mk1 FK BR Blue/Grey,RailVehicles\Mk1\BRBlueGrey\FK\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1FK\FP_BY_BR_FK_Blue Grey_W01\Coach\mk1fk_br.xml,AP,BRMk1Pack01,RailVehicles\Mk1\BRBlueGrey\FK\Mk1_FK.xml,AP Mk1 FK BR Blue/Grey,RailVehicles\Mk1\BRBlueGrey\FK\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1FK\FP_BY_BR_FK_Blue Grey_W02\Coach\mk1fk_br_np_rear.xml,AP,BRMk1Pack01,RailVehicles\Mk1\BRBlueGrey\FK\Mk1_FK.xml,AP Mk1 FK BR Blue/Grey,RailVehicles\Mk1\BRBlueGrey\FK\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1FK\FP_BY_BR_FK_Blue Grey_W02\Coach\mk1fk_br_np.xml,AP,BRMk1Pack01,RailVehicles\Mk1\BRBlueGrey\FK\Mk1_FK.xml,AP Mk1 FK BR Blue/Grey,RailVehicles\Mk1\BRBlueGrey\FK\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1FK\FP_BY_BR_FK_Blue Grey_W02\Coach\mk1fk_br_rear.xml,AP,BRMk1Pack01,RailVehicles\Mk1\BRBlueGrey\FK\Mk1_FK.xml,AP Mk1 FK BR Blue/Grey,RailVehicles\Mk1\BRBlueGrey\FK\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1FK\FP_BY_BR_FK_Blue Grey_W02\Coach\mk1fk_br.xml,AP,BRMk1Pack01,RailVehicles\Mk1\BRBlueGrey\FK\Mk1_FK.xml,AP Mk1 FK BR Blue/Grey,RailVehicles\Mk1\BRBlueGrey\FK\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1FK\FP_BY_BR_FK_Carmine_Cream_W01\Coach\mk1fk_br_np_rear.xml,AP,BRMk1Pack01,RailVehicles\Mk1\BC\FK\Mk1_FK.xml,AP Mk1 FK B&C,RailVehicles\Mk1\BC\FK\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1FK\FP_BY_BR_FK_Carmine_Cream_W01\Coach\mk1fk_br_np.xml,AP,BRMk1Pack01,RailVehicles\Mk1\BC\FK\Mk1_FK.xml,AP Mk1 FK B&C,RailVehicles\Mk1\BC\FK\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1FK\FP_BY_BR_FK_Carmine_Cream_W01\Coach\mk1fk_br_rear.xml,AP,BRMk1Pack01,RailVehicles\Mk1\BC\FK\Mk1_FK.xml,AP Mk1 FK B&C,RailVehicles\Mk1\BC\FK\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1FK\FP_BY_BR_FK_Carmine_Cream_W01\Coach\mk1fk_br.xml,AP,BRMk1Pack01,RailVehicles\Mk1\BC\FK\Mk1_FK.xml,AP Mk1 FK B&C,RailVehicles\Mk1\BC\FK\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1FK\FP_BY_BR_FK_Chocolate_Cream_W01\Coach\mk1fk_br_np_rear.xml,AP,BRMk1Pack01,RailVehicles\Mk1\CC\FK\Mk1_FK.xml,AP Mk1 FK C&C,RailVehicles\Mk1\BC\FK\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1FK\FP_BY_BR_FK_Chocolate_Cream_W01\Coach\mk1fk_br_np.xml,AP,BRMk1Pack01,RailVehicles\Mk1\CC\FK\Mk1_FK.xml,AP Mk1 FK C&C,RailVehicles\Mk1\BC\FK\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1FK\FP_BY_BR_FK_Chocolate_Cream_W01\Coach\mk1fk_br_rear.xml,AP,BRMk1Pack01,RailVehicles\Mk1\CC\FK\Mk1_FK.xml,AP Mk1 FK C&C,RailVehicles\Mk1\BC\FK\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1FK\FP_BY_BR_FK_Chocolate_Cream_W01\Coach\mk1fk_br.xml,AP,BRMk1Pack01,RailVehicles\Mk1\CC\FK\Mk1_FK.xml,AP Mk1 FK C&C,RailVehicles\Mk1\BC\FK\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1FK\FP_BY_BR_FK_Green_W01\Coach\mk1fk_np.xml,AP,BRMk1Pack01,RailVehicles\Mk1\Green\FK\Mk1_FK.xml,AP Mk1 FK Green,RailVehicles\Mk1\BC\FK\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1FK\FP_BY_BR_FK_Green_W01\Coach\mk1fk.xml,AP,BRMk1Pack01,RailVehicles\Mk1\Green\FK\Mk1_FK.xml,AP Mk1 FK Green,RailVehicles\Mk1\BC\FK\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1FK\FP_BY_BR_FK_Maroon_W01\Coach\mk1fk_br_np_rear.xml,AP,BRMk1Pack01,RailVehicles\Mk1\Maroon2\FK\Mk1_FK.xml,AP Mk1 FK Maroon 2,RailVehicles\Mk1\BC\FK\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1FK\FP_BY_BR_FK_Maroon_W01\Coach\mk1fk_br_np.xml,AP,BRMk1Pack01,RailVehicles\Mk1\Maroon2\FK\Mk1_FK.xml,AP Mk1 FK Maroon 2,RailVehicles\Mk1\BC\FK\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1FK\FP_BY_BR_FK_Maroon_W01\Coach\mk1fk_br_rear.xml,AP,BRMk1Pack01,RailVehicles\Mk1\Maroon2\FK\Mk1_FK.xml,AP Mk1 FK Maroon 2,RailVehicles\Mk1\BC\FK\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1FK\FP_BY_BR_FK_Maroon_W01\Coach\mk1fk_br.xml,AP,BRMk1Pack01,RailVehicles\Mk1\Maroon2\FK\Mk1_FK.xml,AP Mk1 FK Maroon 2,RailVehicles\Mk1\BC\FK\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1FK\FP_BY_MK1_FK_RW3_Carmine_Cream_W01\Coach\mk1fk_br_np.xml,AP,BRMk1Pack01,RailVehicles\Mk1\BC\FK\Mk1_FK.xml,AP Mk1 FK B&C,RailVehicles\Mk1\BC\FK\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1FK\FP_BY_MK1_FK_RW3_Carmine_Cream_W01\Coach\mk1fk_br.xml,AP,BRMk1Pack01,RailVehicles\Mk1\BC\FK\Mk1_FK.xml,AP Mk1 FK B&C,RailVehicles\Mk1\BC\FK\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1FK\FP_BY_MK1_FK_RW3_Chocolate_Cream_W01\Coach\mk1fk_br_np.xml,AP,BRMk1Pack01,RailVehicles\Mk1\CC\FK\Mk1_FK.xml,AP Mk1 FK C&C,RailVehicles\Mk1\BC\FK\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1FK\FP_BY_MK1_FK_RW3_Chocolate_Cream_W01\Coach\mk1fk_br.xml,AP,BRMk1Pack01,RailVehicles\Mk1\CC\FK\Mk1_FK.xml,AP Mk1 FK C&C,RailVehicles\Mk1\BC\FK\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1FK\FP_BY_MK1_FK_RW3_NSE_Blue_Grey\Coach\mk1fk_br.xml,AP,BRMk1Pack01,RailVehicles\Mk1\BRBlueGrey\FK\Mk1_FK.xml,AP Mk1 FK BR Blue/Grey (NSE),RailVehicles\Mk1\BRBlueGrey\FK\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1FK\FP_BY_MK1_FK_RW3_NSE_Early\Coach\mk1fk_br.xml,AP,BRMk1Pack01,RailVehicles\Mk1\NSE1\FK\Mk1_FK.xml,AP Mk1 FK NSE1,RailVehicles\Mk1\NSE1\FK\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1FK\MaroonBR\Coach\mk1fk_br.xml,AP,BRMk1Pack01,RailVehicles\Mk1\Maroon2\FK\Mk1_FK.xml,AP Mk1 FK Maroon 2,RailVehicles\Mk1\BC\FK\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1SK\BR_BlueGrey\Coach\mk1sk_br.xml,AP,BRMk1Pack01,RailVehicles\Mk1\BRBlueGrey\SK\Mk1_SK.xml,AP Mk1 SK BR Blue/Grey,RailVehicles\Mk1\BRBlueGrey\SK\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1SK\Default\Coach\mk1sk.xml,AP,BRMk1Pack01,RailVehicles\Mk1\Green\SK\Mk1_SK.xml,AP Mk1 SK Green,RailVehicles\Mk1\BC\SK\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1SK\FP_BY_MK1_SK_Blue_Grey_W01\Coach\mk1sk_br_np_rear.xml,AP,BRMk1Pack01,RailVehicles\Mk1\BRBlueGrey\SK\Mk1_SK.xml,AP Mk1 SK BR Blue/Grey,RailVehicles\Mk1\BRBlueGrey\SK\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1SK\FP_BY_MK1_SK_Blue_Grey_W01\Coach\mk1sk_br_np.xml,AP,BRMk1Pack01,RailVehicles\Mk1\BRBlueGrey\SK\Mk1_SK.xml,AP Mk1 SK BR Blue/Grey,RailVehicles\Mk1\BRBlueGrey\SK\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1SK\FP_BY_MK1_SK_Blue_Grey_W01\Coach\mk1sk_br_rear.xml,AP,BRMk1Pack01,RailVehicles\Mk1\BRBlueGrey\SK\Mk1_SK.xml,AP Mk1 SK BR Blue/Grey,RailVehicles\Mk1\BRBlueGrey\SK\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1SK\FP_BY_MK1_SK_Blue_Grey_W01\Coach\mk1sk_br.xml,AP,BRMk1Pack01,RailVehicles\Mk1\BRBlueGrey\SK\Mk1_SK.xml,AP Mk1 SK BR Blue/Grey,RailVehicles\Mk1\BRBlueGrey\SK\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1SK\FP_BY_MK1_SK_Blue_Grey_W02\Coach\mk1sk_br_np_rear.xml,AP,BRMk1Pack01,RailVehicles\Mk1\BRBlueGrey\SK\Mk1_SK.xml,AP Mk1 SK BR Blue/Grey,RailVehicles\Mk1\BRBlueGrey\SK\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1SK\FP_BY_MK1_SK_Blue_Grey_W02\Coach\mk1sk_br_np.xml,AP,BRMk1Pack01,RailVehicles\Mk1\BRBlueGrey\SK\Mk1_SK.xml,AP Mk1 SK BR Blue/Grey,RailVehicles\Mk1\BRBlueGrey\SK\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1SK\FP_BY_MK1_SK_Blue_Grey_W02\Coach\mk1sk_br_rear.xml,AP,BRMk1Pack01,RailVehicles\Mk1\BRBlueGrey\SK\Mk1_SK.xml,AP Mk1 SK BR Blue/Grey,RailVehicles\Mk1\BRBlueGrey\SK\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1SK\FP_BY_MK1_SK_Blue_Grey_W02\Coach\mk1sk_br.xml,AP,BRMk1Pack01,RailVehicles\Mk1\BRBlueGrey\SK\Mk1_SK.xml,AP Mk1 SK BR Blue/Grey,RailVehicles\Mk1\BRBlueGrey\SK\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1SK\FP_BY_MK1_SK_Carmine_Cream_W01\Coach\mk1sk_br_np_rear.xml,AP,BRMk1Pack01,RailVehicles\Mk1\BC\SK\Mk1_SK.xml,AP Mk1 SK B&C,RailVehicles\Mk1\BC\SK\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1SK\FP_BY_MK1_SK_Carmine_Cream_W01\Coach\mk1sk_br_np.xml,AP,BRMk1Pack01,RailVehicles\Mk1\BC\SK\Mk1_SK.xml,AP Mk1 SK B&C,RailVehicles\Mk1\BC\SK\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1SK\FP_BY_MK1_SK_Carmine_Cream_W01\Coach\mk1sk_br_rear.xml,AP,BRMk1Pack01,RailVehicles\Mk1\BC\SK\Mk1_SK.xml,AP Mk1 SK B&C,RailVehicles\Mk1\BC\SK\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1SK\FP_BY_MK1_SK_Carmine_Cream_W01\Coach\mk1sk_br.xml,AP,BRMk1Pack01,RailVehicles\Mk1\BC\SK\Mk1_SK.xml,AP Mk1 SK B&C,RailVehicles\Mk1\BC\SK\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1SK\FP_BY_MK1_SK_Chocolate_Cream_W01\Coach\mk1sk_br_np_rear.xml,AP,BRMk1Pack01,RailVehicles\Mk1\CC\SK\Mk1_SK.xml,AP Mk1 SK C&C,RailVehicles\Mk1\BC\SK\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1SK\FP_BY_MK1_SK_Chocolate_Cream_W01\Coach\mk1sk_br_np.xml,AP,BRMk1Pack01,RailVehicles\Mk1\CC\SK\Mk1_SK.xml,AP Mk1 SK C&C,RailVehicles\Mk1\BC\SK\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1SK\FP_BY_MK1_SK_Chocolate_Cream_W01\Coach\mk1sk_br_rear.xml,AP,BRMk1Pack01,RailVehicles\Mk1\CC\SK\Mk1_SK.xml,AP Mk1 SK C&C,RailVehicles\Mk1\BC\SK\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1SK\FP_BY_MK1_SK_Chocolate_Cream_W01\Coach\mk1sk_br.xml,AP,BRMk1Pack01,RailVehicles\Mk1\CC\SK\Mk1_SK.xml,AP Mk1 SK C&C,RailVehicles\Mk1\BC\SK\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1SK\FP_BY_MK1_SK_Green_W01\Coach\mk1sk_np.xml,AP,BRMk1Pack01,RailVehicles\Mk1\Green\SK\Mk1_SK.xml,AP Mk1 SK Green,RailVehicles\Mk1\BC\SK\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1SK\FP_BY_MK1_SK_Green_W01\Coach\mk1sk.xml,AP,BRMk1Pack01,RailVehicles\Mk1\Green\SK\Mk1_SK.xml,AP Mk1 SK Green,RailVehicles\Mk1\BC\SK\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1SK\FP_BY_MK1_SK_Maroon_W01\Coach\mk1sk_br_np_rear.xml,AP,BRMk1Pack01,RailVehicles\Mk1\Maroon\SK\Mk1_SK.xml,AP Mk1 SK Maroon,RailVehicles\Mk1\BC\SK\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1SK\FP_BY_MK1_SK_Maroon_W01\Coach\mk1sk_br_np.xml,AP,BRMk1Pack01,RailVehicles\Mk1\Maroon\SK\Mk1_SK.xml,AP Mk1 SK Maroon,RailVehicles\Mk1\BC\SK\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1SK\FP_BY_MK1_SK_Maroon_W01\Coach\mk1sk_br_rear.xml,AP,BRMk1Pack01,RailVehicles\Mk1\Maroon\SK\Mk1_SK.xml,AP Mk1 SK Maroon,RailVehicles\Mk1\BC\SK\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1SK\FP_BY_MK1_SK_Maroon_W01\Coach\mk1sk_br.xml,AP,BRMk1Pack01,RailVehicles\Mk1\Maroon\SK\Mk1_SK.xml,AP Mk1 SK Maroon,RailVehicles\Mk1\BC\SK\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1SK\FP_BY_MK1_SK_RW3_Carmine_Cream_W01\Coach\mk1sk_br_np.xml,AP,BRMk1Pack01,RailVehicles\Mk1\BC\SK\Mk1_SK.xml,AP Mk1 SK B&C,RailVehicles\Mk1\BC\SK\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1SK\FP_BY_MK1_SK_RW3_Carmine_Cream_W01\Coach\mk1sk_br.xml,AP,BRMk1Pack01,RailVehicles\Mk1\BC\SK\Mk1_SK.xml,AP Mk1 SK B&C,RailVehicles\Mk1\BC\SK\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1SK\FP_BY_MK1_SK_RW3_Chocolate_Cream_W01\Coach\mk1sk_br_np.xml,AP,BRMk1Pack01,RailVehicles\Mk1\CC\SK\Mk1_SK.xml,AP Mk1 SK C&C,RailVehicles\Mk1\BC\SK\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1SK\FP_BY_MK1_SK_RW3_Chocolate_Cream_W01\Coach\mk1sk_br.xml,AP,BRMk1Pack01,RailVehicles\Mk1\CC\SK\Mk1_SK.xml,AP Mk1 SK C&C,RailVehicles\Mk1\BC\SK\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1SK\FP_BY_MK1_SK_RW3_NSE_Blue_Grey\Coach\mk1sk_br.xml,AP,BRMk1Pack01,RailVehicles\Mk1\BRBlueGrey\SK\Mk1_SK.xml,AP Mk1 SK BR Blue/Grey (NSE),RailVehicles\Mk1\BRBlueGrey\SK\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1SK\FP_BY_MK1_SK_RW3_NSE_Early\Coach\mk1sk_br.xml,AP,BRMk1Pack01,RailVehicles\Mk1\NSE1\SK\Mk1_SK.xml,AP Mk1 SK NSE1,RailVehicles\Mk1\NSE1\SK\Numbers.dcsv
Mk1,Kuju,RailSimulator,RailVehicles\Passenger\Mk1SK\MaroonBR\Coach\mk1sk_br.xml,AP,BRMk1Pack01,RailVehicles\Mk1\Maroon\SK\Mk1_SK.xml,AP Mk1 SK Maroon,RailVehicles\Mk1\BC\SK\Numbers.dcsv
